"school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","schoolsup","famsup","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","n","id.p","id.m","failures","paid","absences","G1","G2","G3","failures.p","paid.p","absences.p","G1.p","G2.p","G3.p","failures.m","paid.m","absences.m","G1.m","G2.m","G3.m","alc_use","high_use","cid"
"323","GP","M",18,"U","LE3","T",3,3,"services","health","home","father",1,2,"no","yes","no","yes","yes","yes","no",3,2,4,2,4,4,2,1232,2218,0,"no",12,8,8,9,0,"no",10,10,10,10,1,"yes",13,6,6,8,3,TRUE,3323
"324","GP","M",18,"U","LE3","T",3,4,"services","other","home","mother",1,2,"no","no","yes","yes","yes","yes","yes",4,3,3,1,3,5,2,1397,2343,0,"no",8,16,16,16,0,"no",6,16,16,17,0,"no",11,16,15,15,2,FALSE,3324
"325","GP","M",18,"U","LE3","T",4,3,"teacher","services","course","mother",2,1,"no","no","yes","yes","yes","yes","no",4,2,3,1,2,1,2,1324,2280,0,"no",4,10,10,10,0,"no",0,10,10,10,0,"yes",8,10,11,10,1.5,FALSE,3325
"326","GP","M",18,"U","LE3","T",4,4,"teacher","teacher","home","mother",1,1,"no","yes","no","yes","yes","yes","yes",1,4,2,2,2,1,2,1345,2300,0,"no",2,17,16,16,0,"no",0,18,18,17,0,"yes",5,16,15,16,2,FALSE,3326
"327","GP","M",19,"R","GT3","T",3,3,"other","services","reputation","father",1,2,"no","no","yes","yes","yes","no","yes",4,5,3,1,2,5,2,1353,2309,0,"no",0,12,11,12,0,"no",0,10,10,11,1,"no",0,15,12,12,1.5,FALSE,3327
"328","GP","M",19,"U","GT3","T",3,2,"services","at_home","home","mother",1,1,"no","yes","no","yes","no","yes","yes",4,5,4,1,1,4,2,1167,2154,2,"no",3,8,4,6,0,"no",6,11,9,11,3,"no",0,5,0,0,1,FALSE,3328
"329","GP","M",19,"U","LE3","A",4,3,"services","at_home","reputation","mother",1,2,"no","yes","no","yes","yes","yes","no",4,3,1,1,1,1,2,1296,2258,0,"no",8,11,12,12,0,"no",4,11,13,14,0,"no",12,11,11,11,1,FALSE,3329
"330","GP","M",20,"U","GT3","A",3,2,"services","other","course","other",1,1,"no","no","yes","yes","yes","no","no",5,5,3,1,1,5,2,1352,2307,1,"no",0,16,16,16,2,"no",0,14,15,15,0,"no",0,17,18,18,1,FALSE,3330
"331","GP","M",22,"U","GT3","T",3,1,"services","services","other","mother",1,1,"no","no","no","no","no","yes","yes",5,4,5,5,5,1,2,1280,2248,3,"no",14,6,8,6,3,"no",12,7,8,5,3,"no",16,6,8,8,5,TRUE,3331
"332","MS","F",17,"R","GT3","T",1,1,"other","services","reputation","mother",3,1,"no","yes","no","yes","yes","yes","yes",5,2,1,1,2,1,2,1625,2368,1,"no",0,8,7,4,1,"no",0,8,8,9,1,"yes",0,7,6,0,1.5,FALSE,3332
"333","MS","F",17,"R","GT3","T",1,2,"other","other","course","mother",1,1,"no","no","yes","yes","yes","yes","no",3,5,5,1,3,1,2,1630,2374,0,"no",9,6,6,7,0,"no",4,7,8,9,0,"no",14,6,5,5,2,FALSE,3333
"334","MS","F",17,"R","GT3","T",1,2,"other","services","course","father",2,2,"no","no","no","no","yes","no","no",3,2,2,1,2,3,2,1622,2365,0,"no",0,12,12,12,0,"no",0,13,13,13,0,"no",0,12,11,12,1.5,FALSE,3334
"335","MS","F",17,"R","GT3","T",3,1,"at_home","other","reputation","mother",1,2,"no","yes","yes","no","yes","yes","no",4,5,4,2,3,1,2,1636,2380,0,"no",14,9,10,10,0,"no",10,8,9,9,0,"yes",17,10,10,10,2.5,TRUE,3335
"336","MS","F",17,"R","GT3","T",4,4,"teacher","services","other","father",2,2,"no","yes","yes","yes","yes","yes","no",4,3,3,1,2,5,2,1615,2357,0,"yes",3,12,12,12,0,"yes",2,12,12,12,0,"yes",4,12,13,13,1.5,FALSE,3336
"337","MS","F",17,"U","GT3","T",2,2,"other","at_home","home","mother",1,3,"no","no","yes","yes","yes","no","yes",3,4,3,1,1,3,2,1629,2373,0,"no",8,12,11,12,0,"no",8,10,11,12,0,"no",8,13,11,11,1,FALSE,3337
"338","MS","F",17,"U","LE3","A",3,2,"services","other","reputation","mother",2,2,"no","no","no","yes","yes","no","yes",1,2,3,1,2,5,2,1616,2358,0,"no",1,14,13,13,0,"no",0,15,14,15,0,"no",2,12,12,11,1.5,FALSE,3338
"339","MS","F",17,"U","LE3","T",4,4,"at_home","at_home","course","mother",1,2,"no","yes","yes","yes","yes","yes","yes",2,3,4,1,1,1,2,1621,2364,0,"no",2,16,14,15,0,"no",4,15,14,15,0,"yes",0,16,15,15,1,FALSE,3339
"340","MS","F",18,"R","GT3","T",1,1,"other","other","home","mother",4,3,"no","no","no","yes","yes","yes","no",4,3,2,1,2,4,2,1632,2376,0,"no",3,9,10,11,0,"no",4,10,11,12,0,"no",2,8,8,10,1.5,FALSE,3340
"341","MS","F",18,"R","GT3","T",2,2,"at_home","other","other","mother",2,3,"no","no","no","yes","yes","no","no",5,3,3,1,3,4,2,1642,2386,0,"no",1,12,13,12,0,"no",0,14,17,15,0,"yes",2,10,9,10,2,FALSE,3341
"342","MS","F",18,"R","GT3","T",4,4,"other","teacher","other","father",3,2,"no","yes","no","no","yes","yes","yes",3,2,2,4,2,5,2,1627,2370,0,"no",5,10,8,6,0,"no",0,7,5,0,0,"yes",10,14,12,11,3,TRUE,3342
"343","MS","F",18,"R","GT3","T",4,4,"teacher","at_home","reputation","mother",3,1,"no","yes","yes","yes","yes","yes","yes",4,4,3,2,2,5,2,1644,2387,0,"no",6,6,7,8,0,"no",4,7,9,10,0,"yes",7,6,5,6,2,FALSE,3343
"344","MS","F",18,"R","LE3","T",4,4,"other","other","reputation","mother",2,3,"no","no","no","yes","yes","yes","no",5,4,4,1,1,1,2,1631,2375,0,"no",0,17,18,18,0,"no",0,15,17,17,0,"no",0,19,18,19,1,FALSE,3344
"345","MS","F",18,"R","LE3","T",4,4,"teacher","services","course","mother",1,2,"no","no","yes","yes","yes","yes","no",5,4,3,3,4,2,2,1634,2378,0,"no",2,10,12,12,0,"no",1,13,14,14,0,"yes",4,8,9,10,3.5,TRUE,3345
"346","MS","F",18,"U","GT3","T",1,1,"other","other","course","mother",2,2,"no","no","yes","yes","yes","no","no",1,1,1,1,1,5,2,1647,2390,0,"no",3,8,8,4,0,"no",6,11,12,9,1,"no",0,6,5,0,1,FALSE,3346
"347","MS","F",18,"U","GT3","T",2,3,"at_home","services","course","father",2,1,"no","yes","no","yes","yes","yes","yes",5,2,3,1,2,4,2,1626,2369,0,"no",0,10,10,10,0,"no",0,10,10,10,0,"yes",0,11,10,10,1.5,FALSE,3347
"348","MS","F",18,"U","GT3","T",3,3,"other","other","home","mother",1,2,"no","no","no","yes","yes","yes","yes",4,1,3,1,2,1,2,1635,2379,0,"no",0,16,16,16,0,"no",1,16,16,16,0,"yes",0,15,15,15,1.5,FALSE,3348
"349","MS","F",18,"U","GT3","T",3,3,"services","services","course","father",1,2,"no","yes","no","yes","yes","no","yes",5,3,4,1,1,5,2,1614,2356,0,"no",0,10,10,10,0,"no",0,10,10,10,0,"no",0,10,9,9,1,FALSE,3349
"350","MS","F",18,"U","GT3","T",3,3,"services","services","other","mother",2,2,"no","yes","no","yes","yes","yes","yes",4,3,2,1,3,3,2,1620,2363,0,"no",3,12,12,12,0,"no",6,13,12,13,0,"no",0,11,11,10,2,FALSE,3350
"351","MS","F",18,"U","LE3","T",1,1,"at_home","services","course","father",2,3,"no","no","no","yes","yes","yes","no",5,3,2,1,1,4,2,1618,2360,0,"no",0,18,16,17,0,"no",0,19,17,18,0,"no",0,18,16,16,1,FALSE,3351
"352","MS","F",18,"U","LE3","T",3,1,"teacher","services","course","mother",1,2,"no","yes","no","yes","yes","yes","no",4,3,4,1,1,1,2,1646,2389,0,"no",2,11,12,12,0,"no",4,15,15,16,0,"yes",0,7,9,8,1,FALSE,3352
"353","MS","F",19,"R","GT3","T",2,3,"services","other","course","mother",1,3,"no","no","yes","no","yes","yes","no",5,4,2,1,2,5,2,1645,2388,1,"no",2,8,8,5,1,"no",4,10,11,10,1,"no",0,7,5,0,1.5,FALSE,3353
"354","MS","M",17,"R","GT3","T",4,3,"services","other","home","mother",2,2,"no","yes","yes","no","yes","yes","yes",4,5,5,1,3,2,2,1613,2355,0,"yes",4,12,11,11,1,"yes",4,10,11,11,0,"yes",4,13,11,11,2,FALSE,3354
"355","MS","M",17,"U","GT3","T",2,3,"other","services","home","father",2,2,"no","no","yes","yes","yes","yes","no",4,4,3,1,1,3,2,1639,2383,0,"no",3,12,13,13,0,"no",4,14,15,16,0,"no",2,11,11,10,1,FALSE,3355
"356","MS","M",17,"U","GT3","T",3,3,"health","other","course","mother",2,2,"no","yes","no","yes","yes","yes","no",4,5,4,2,3,3,2,1579,2352,0,"no",3,10,11,12,1,"no",4,8,9,10,0,"yes",2,13,13,13,2.5,TRUE,3356
"357","MS","M",17,"U","LE3","T",3,1,"services","services","course","mother",2,1,"no","no","no","no","yes","yes","no",2,4,5,3,4,2,2,1648,2392,0,"no",4,12,13,13,0,"no",6,10,10,10,0,"no",3,14,16,16,3.5,TRUE,3357
"358","MS","M",18,"R","GT3","T",1,3,"at_home","other","course","mother",2,2,"no","yes","no","yes","yes","no","no",3,3,4,2,4,3,2,1623,2366,0,"yes",2,9,10,10,0,"yes",0,8,10,9,0,"yes",4,10,10,10,3,TRUE,3358
"359","MS","M",18,"R","GT3","T",2,1,"other","other","other","mother",2,1,"no","no","yes","no","yes","yes","yes",4,4,3,1,3,5,2,1638,2382,0,"no",2,7,6,4,0,"no",0,7,7,0,0,"no",5,7,6,7,2,FALSE,3359
"360","MS","M",18,"R","GT3","T",3,2,"other","other","course","mother",2,1,"no","yes","no","no","yes","yes","no",2,5,5,5,5,5,2,1577,2350,0,"no",9,10,12,12,0,"no",8,9,10,11,1,"no",10,11,13,13,5,TRUE,3360
"361","MS","M",18,"R","GT3","T",4,2,"other","other","home","father",2,1,"no","no","no","yes","yes","no","no",5,4,3,4,3,3,2,1641,2385,1,"yes",7,6,6,2,1,"yes",0,7,7,0,1,"yes",14,6,5,5,3.5,TRUE,3361
"362","MS","M",18,"R","LE3","T",1,2,"at_home","services","other","father",3,1,"no","yes","yes","yes","no","yes","yes",4,3,3,2,3,3,2,1628,2372,0,"no",3,12,11,11,0,"no",3,9,10,10,0,"yes",3,14,12,12,2.5,TRUE,3362
"363","MS","M",18,"R","LE3","T",3,2,"services","other","course","mother",3,1,"no","no","no","no","yes","yes","no",4,4,1,3,4,5,2,1649,2394,0,"no",2,10,12,10,0,"no",4,10,11,11,0,"no",0,11,12,10,3.5,TRUE,3363
"364","MS","M",18,"U","GT3","T",4,4,"teacher","teacher","home","father",1,2,"no","no","yes","no","yes","yes","no",3,2,4,1,4,2,2,1637,2381,0,"no",4,16,16,16,0,"no",4,17,18,19,0,"yes",4,15,14,14,2.5,TRUE,3364
"365","MS","M",18,"U","LE3","T",1,1,"other","services","home","father",2,1,"no","no","no","no","yes","yes","yes",3,3,2,1,2,3,2,1617,2359,0,"no",3,12,12,12,0,"no",2,14,13,14,0,"no",4,10,10,10,1.5,FALSE,3365
"366","MS","M",18,"U","LE3","T",1,3,"at_home","services","course","mother",1,1,"no","no","no","yes","no","yes","yes",4,3,3,2,3,3,2,1580,2353,0,"no",4,8,8,8,0,"no",0,9,10,9,1,"no",7,8,7,8,2.5,TRUE,3366
"367","MS","M",18,"U","LE3","T",4,4,"teacher","services","other","mother",2,3,"no","no","no","yes","yes","yes","yes",4,2,2,2,2,5,2,1624,2367,0,"no",0,14,14,14,0,"no",0,15,16,16,0,"yes",0,13,13,13,2,FALSE,3367
"368","MS","M",19,"R","GT3","T",1,1,"other","other","home","other",3,1,"no","yes","no","yes","yes","yes","no",4,4,4,3,3,5,2,1581,2354,1,"no",4,8,8,9,1,"no",4,8,9,10,1,"no",4,8,8,8,3,TRUE,3368
"369","MS","M",19,"R","GT3","T",1,1,"other","services","home","other",3,2,"no","no","no","yes","yes","yes","no",5,4,4,3,3,2,2,1578,2351,2,"no",8,9,8,10,1,"no",8,10,9,11,3,"no",8,8,7,8,3,TRUE,3369
"370","MS","M",19,"R","GT3","T",1,1,"other","services","other","mother",2,1,"no","no","no","yes","yes","no","no",4,3,2,1,3,5,2,1640,2384,1,"no",0,6,6,0,1,"no",0,5,8,0,1,"no",0,6,5,0,2,FALSE,3370
